Sample;Fineness
grind_00000.png;71,8090
grind_00001.png;66,2147
grind_00002.png;57,2708
grind_00003.png;53,6994
grind_00004.png;86,3419
grind_00005.png;81,1158
grind_00006.png;70,0812
grind_00007.png;30,3136
grind_00008.png;42,8412
grind_00009.png;57,2522
grind_00010.png;8,0028
grind_00011.png;5,3065
grind_00012.png;74,5924
grind_00013.png;73,8770
grind_00014.png;38,7111
grind_00015.png;50,8126
grind_00016.png;10,3418
grind_00017.png;91,4873
grind_00018.png;36,0709
grind_00019.png;88,8961
grind_00020.png;31,0510
grind_00021.png;0,1038
grind_00022.png;91,9303
grind_00023.png;87,0725
grind_00024.png;20,8345
grind_00025.png;57,5482
grind_00026.png;54,7069
grind_00027.png;10,5897
grind_00028.png;46,5255
grind_00029.png;23,4466
grind_00030.png;61,0810
grind_00031.png;90,5862
grind_00032.png;27,6556
grind_00033.png;7,3222
grind_00034.png;80,0390
grind_00035.png;63,5903
grind_00036.png;69,0544
grind_00037.png;91,9061
grind_00038.png;22,1784
grind_00039.png;87,4014
grind_00040.png;48,9328
grind_00041.png;21,5977
grind_00042.png;98,5914
grind_00043.png;33,6197
grind_00044.png;84,8982
grind_00045.png;50,1473
grind_00046.png;87,0500
grind_00047.png;76,8829
grind_00048.png;13,3544
grind_00049.png;26,8172
grind_00050.png;16,2486
grind_00051.png;3,3466
grind_00052.png;55,2040
grind_00053.png;0,0404
grind_00054.png;64,8698
grind_00055.png;27,2396
grind_00056.png;44,6124
grind_00057.png;36,4986
grind_00058.png;60,4680
grind_00059.png;10,9916
grind_00060.png;43,1833
grind_00061.png;54,2603
grind_00062.png;60,5696
grind_00063.png;12,0546
grind_00064.png;56,4358
grind_00065.png;13,9756
grind_00066.png;70,7636
grind_00067.png;70,1030
grind_00068.png;16,5567
grind_00069.png;44,1344
grind_00070.png;29,0954
grind_00071.png;69,6715
grind_00072.png;61,8660
grind_00073.png;21,8891
grind_00074.png;63,2940
grind_00075.png;74,0056
grind_00076.png;93,2120
grind_00077.png;20,8133
grind_00078.png;4,8888
grind_00079.png;54,7672
grind_00080.png;87,2201
grind_00081.png;42,5477
grind_00082.png;18,0252
grind_00083.png;4,0058
grind_00084.png;31,9577
grind_00085.png;7,5358
grind_00086.png;75,4809
